sim_time,action,chosen_vid,score_v0,score_v1
121,0,0,5.0,9.0
122,1,1,6.0,5.0
123,1,1,8.0,6.0
124,0,0,7.0,7.0
125,1,1,8.0,6.0
126,1,1,9.0,3.0
127,1,1,9.0,3.0
128,0,0,6.0,7.0
129,1,1,10.0,2.0
130,0,0,6.0,8.0
131,1,1,7.0,5.0
132,0,0,6.0,8.0
133,0,0,7.0,7.0
134,1,1,9.0,3.0
135,0,0,6.0,8.0
136,1,1,10.0,3.25
137,1,1,6.0,5.0
138,0,0,4.0,9.0
139,1,1,7.0,5.0
140,1,1,11.0,3.9330767310956647
141,1,1,8.0,6.25
142,0,0,5.0,8.666666666666666
143,1,1,7.0,6.666666666666667
144,0,0,8.0,9.634157388872683
145,0,0,8.0,8.634157388872683
146,0,0,5.0,9.0
147,1,1,9.0,6.966538365547829
148,1,1,7.0,4.0
149,1,1,8.0,7.833333333333333
150,1,1,9.0,4.833333333333333
151,1,1,7.0,6.0
152,1,1,7.0,5.0
153,0,0,4.0,10.25
154,1,1,9.0,5.25
155,1,1,8.0,6.5
156,0,0,6.0,9.75
157,0,0,6.0,6.0
158,1,1,8.0,7.75
159,1,1,8.0,4.0
160,0,0,5.0,10.5
161,1,1,8.0,6.5
162,0,0,9.0,10.0
163,0,0,7.0,10.0
164,1,1,9.0,8.0
165,0,0,10.0,30.600695754420514
166,0,0,10.0,29.600695754420514
167,0,0,5.0,28.600695754420514
168,0,0,7.0,27.600695754420514
169,0,0,6.0,26.600695754420514
170,0,0,9.0,25.600695754420514
171,0,0,6.0,24.600695754420514
172,0,0,7.0,23.600695754420514
173,0,0,7.0,22.600695754420514
174,0,0,7.0,21.600695754420514
175,0,0,8.0,20.600695754420514
176,0,0,5.0,15.850695754420512
177,0,0,9.0,18.600695754420514
178,0,0,5.0,17.600695754420514
179,0,0,7.0,11.600695754420512
181,0,0,8.0,9.600695754420512
182,0,0,10.0,13.933076731095658
183,1,1,8.0,7.308076731095659
184,1,1,7.0,5.0
185,1,1,8.0,5.625
186,1,1,8.0,7.25
187,0,0,5.0,8.5
188,0,0,6.0,7.5
189,1,1,8.0,5.5
190,1,1,8.0,6.933076731095661
191,0,0,5.0,8.0
192,1,1,7.0,5.0
193,0,0,6.0,8.0
194,0,0,6.0,7.0
195,1,1,7.0,4.0
196,1,1,9.0,4.0
197,0,0,6.0,8.0
198,0,0,5.0,9.0
199,1,1,8.0,7.0
200,1,1,9.0,3.0
201,1,1,10.0,3.0
202,1,1,7.0,6.0
203,1,1,7.0,6.0
204,0,0,6.0,7.0
205,0,0,6.0,8.0
206,1,1,7.0,5.0
207,0,0,7.0,7.0
208,1,1,10.0,2.0
209,0,0,6.0,6.0
210,0,0,6.0,6.0
211,1,1,10.0,2.0
212,1,1,8.0,5.0
213,1,1,8.0,5.0
214,1,1,7.0,6.0
215,1,1,7.0,4.0
216,1,1,10.0,3.0
217,0,0,6.0,6.0
218,1,1,7.0,5.0
219,1,1,7.0,5.0
220,1,1,9.0,4.0
221,0,0,6.0,8.0
222,1,1,8.0,5.0
223,1,1,9.0,4.625
224,0,0,5.0,8.0
225,1,1,7.0,6.0
226,0,0,6.0,7.0
227,1,1,8.0,5.0
228,1,1,9.0,3.0
229,0,0,5.0,9.0
230,1,1,10.0,3.0
231,1,1,8.0,6.0
232,1,1,7.0,5.0
233,1,1,8.0,5.0
234,0,0,7.0,7.0
235,1,1,8.0,3.0
236,1,1,9.0,4.0
237,1,1,6.0,5.0
238,1,1,8.0,4.0
239,1,1,10.0,5.5
240,0,0,7.0,8.666666666666666
241,0,0,7.0,7.666666666666667
242,1,1,10.0,4.666666666666667
243,1,1,10.0,4.5
244,0,0,5.0,13.884157388872683
245,0,0,7.0,12.884157388872683
246,0,0,8.0,8.0
247,1,1,7.0,6.0
248,1,1,8.0,7.0
249,1,1,8.0,6.0
250,1,1,8.0,4.0
251,0,0,8.0,8.0
252,1,1,8.0,4.0
253,1,1,7.0,6.25
254,0,0,6.0,9.666666666666666
255,0,0,5.0,10.666666666666666
256,1,1,7.0,6.666666666666667
257,0,0,8.0,11.634157388872683
258,0,0,11.0,11.884157388872683
259,0,0,6.0,9.634157388872683
260,0,0,7.0,8.634157388872683
261,1,1,9.0,4.0
262,0,0,4.0,8.0
263,0,0,5.0,9.0
264,0,0,6.0,8.0
265,0,0,6.0,7.0
266,1,1,9.0,4.0
267,1,1,9.0,4.466538365547829
268,1,1,8.0,3.0
269,1,1,9.0,3.0
270,1,1,8.0,4.0
271,1,1,8.0,6.0
272,1,1,9.0,5.25
273,1,1,10.0,3.25
274,1,1,8.0,5.0
275,0,0,4.0,9.25
276,1,1,10.0,2.0
277,0,0,4.0,11.5
278,1,1,10.0,5.5
279,0,0,10.0,16.384157388872683
280,0,0,7.0,15.384157388872683
281,0,0,10.0,14.384157388872683
282,0,0,9.0,13.384157388872683
283,1,1,7.0,6.0
284,0,0,5.0,8.0
285,0,0,6.0,8.0
286,0,0,6.0,7.0
287,0,0,6.0,6.0
288,0,0,6.0,8.0
289,1,1,7.0,5.0
290,1,1,8.0,5.625
291,0,0,6.0,9.55082405553935
292,0,0,8.0,8.55082405553935
293,0,0,6.0,7.0
294,1,1,9.0,6.5508240555393495
295,1,1,8.0,6.384157388872683
296,1,1,10.0,6.549871698881162
297,1,1,8.0,4.0
298,1,1,10.0,4.0
299,1,1,9.0,3.0
300,0,0,6.0,8.0
301,1,1,6.0,5.0
